Material Index,Materials Difficulty,Questions Numbers,Topics
6698,2.06,3,4
6699,0.6300000000000003,1,3
6700,0.6400000000000003,1,4
6701,0.6500000000000004,1,0
6702,1.6100000000000003,2,4
6703,0.6600000000000004,1,0
6704,0.6700000000000004,1,0
6705,0.6800000000000004,1,4
6706,0.6900000000000004,1,0
6707,0.0,1,0
6708,0.01,1,0
6709,0.02,1,4
6710,2.07,3,1
6711,6.34,4,3
6712,0.03,1,4
6713,2.08,3,4
6714,0.04,1,0
6715,4.1,4,3
6716,3.03,3,0
6717,2.09,3,4
6718,0.05,1,0
6719,3.04,3,4
6720,4.11,3,3
6721,3.05,3,4
6722,0.06,1,4
6723,6.3500000000000005,4,2
6724,2.1,3,0
6725,6.36,4,2
6726,3.06,3,4
6727,0.07,1,0
6728,0.08,1,2
6729,3.07,3,4
6730,0.09,1,4
6731,3.08,3,4
6732,3.09,3,4
6733,0.0999999999999999,1,0
6734,1.6200000000000003,2,4
6735,0.1099999999999999,1,4
6736,0.1199999999999999,1,2
6737,0.1299999999999999,1,4
6738,0.1399999999999999,1,0
6739,0.15,1,0
6740,5.18,4,4
6741,0.16,1,0
6742,0.17,1,0
6743,0.18,1,3
6744,0.19,1,4
6745,3.1,3,0
6746,6.37,4,3
6747,4.12,3,3
6748,0.2,1,4
6749,0.21,1,2
6750,0.22,1,0
6751,0.23,1,4
6752,1.6300000000000003,3,2
6753,6.38,4,3
6754,0.24,1,4
6755,3.11,3,3
6756,1.6400000000000003,2,3
6757,0.25,1,4
6758,0.26,1,0
6759,0.2700000000000001,1,4
6760,5.19,4,0
6761,0.2800000000000001,1,4
6762,0.2900000000000001,1,4
6763,0.3000000000000001,1,2
6764,0.3100000000000001,1,3
6765,0.3200000000000001,1,4
6766,2.11,3,4
6767,3.12,3,4
6768,6.390000000000001,4,3
6769,1.6500000000000004,2,0
6770,6.4,4,2
6771,0.3300000000000001,1,4
6772,0.3400000000000001,1,0
6773,0.3500000000000001,1,4
6774,0.3600000000000001,1,0
6775,5.2,4,3
6776,0.3700000000000001,1,2
6777,0.3800000000000001,1,4
6778,0.3900000000000002,1,4
6779,6.41,4,2
6780,0.4000000000000002,1,0
6781,0.4100000000000002,1,4
6782,3.13,3,2
6783,2.12,3,0
6784,1.6600000000000004,2,4
6785,0.4200000000000002,1,4
6786,1.6700000000000004,2,3
6787,3.14,2,4
6788,5.21,4,4
6789,0.4300000000000002,1,2
6790,0.4400000000000002,1,4
6791,1.6800000000000004,2,4
6792,1.6900000000000004,2,0
6793,0.4500000000000002,1,4
6794,0.4600000000000002,1,0
6795,6.42,4,2
6796,0.4700000000000002,1,4
6797,0.4800000000000002,1,4
6798,5.22,4,0
6799,0.4900000000000002,1,3
6800,0.5000000000000002,1,4
6801,5.23,4,0
6802,0.5100000000000002,1,4
6803,1.0,2,1
6804,2.13,3,1
6805,6.430000000000001,4,2
6806,1.01,1,3
6807,4.13,4,3
6808,0.5200000000000002,1,0
6809,0.5300000000000002,1,3
6810,0.5400000000000003,1,4
6811,1.02,2,3
6812,4.14,3,2
6813,2.14,3,4
6814,3.15,3,4
6815,0.5500000000000003,1,4
6816,0.5600000000000003,1,4
6817,0.5700000000000003,1,0
6818,1.03,2,1
6819,2.15,3,0
6820,0.5800000000000003,1,0
6821,0.5900000000000003,1,4
6822,0.6000000000000003,1,0
6823,1.04,2,1
6824,0.6100000000000003,1,0
6825,1.05,2,4
6826,0.6200000000000003,1,4
6827,0.6300000000000003,1,2
6828,0.6400000000000003,1,0
6829,0.6500000000000004,1,1
6830,1.06,3,2
6831,0.6600000000000004,1,4
6832,0.6700000000000004,1,0
6833,0.6800000000000004,1,0
6834,1.07,2,3
6835,0.6900000000000004,1,4
6836,3.16,3,0
6837,0.0,1,4
6838,0.01,1,4
6839,0.02,1,4
6840,3.17,3,4
6841,0.03,1,0
6842,1.08,2,4
6843,0.04,1,1
6844,1.09,2,4
6845,3.18,3,3
6846,0.05,1,4
6847,0.06,1,0
6848,0.07,1,0
6849,0.08,1,0
6850,0.09,1,4
6851,2.16,3,4
6852,0.0999999999999999,1,4
6853,0.1099999999999999,1,0
6854,1.1,2,4
6855,0.1199999999999999,1,4
6856,2.17,3,1
6857,0.1299999999999999,1,1
6858,1.11,2,4
6859,0.1399999999999999,1,3
6860,3.19,3,0
6861,0.15,1,0
6862,0.16,1,4
6863,2.18,3,0
6864,0.17,1,4
6865,6.44,4,0
6866,4.15,3,4
6867,0.18,1,0
6868,0.19,1,4
6869,1.12,2,4
6870,0.2,1,0
6871,0.21,1,4
6872,5.24,4,4
6873,2.19,3,4
6874,0.22,1,1
6875,4.16,3,2
6876,0.23,1,0
6877,0.24,1,4
6878,0.25,1,2
6879,2.2,3,4
6880,0.26,1,1
6881,0.2700000000000001,1,0
6882,0.2800000000000001,1,0
6883,0.2900000000000001,1,1
6884,1.13,2,0
6885,4.17,4,1
6886,0.3000000000000001,1,3
6887,3.2,3,4
6888,1.14,2,0
6889,0.3100000000000001,1,2
6890,1.15,2,1
6891,0.3200000000000001,1,4
6892,6.45,4,2
6893,0.3300000000000001,1,0
6894,1.16,3,0
6895,3.21,3,4
6896,0.3400000000000001,1,0
6897,0.3500000000000001,1,3
6898,4.18,3,3
6899,1.17,2,1
6900,1.18,2,2
6901,5.25,4,3
6902,0.3600000000000001,1,4
6903,0.3700000000000001,1,1
6904,2.21,3,0
6905,6.46,4,3
6906,0.3800000000000001,1,0
6907,1.19,2,4
6908,0.3900000000000002,1,3
6909,0.4000000000000002,1,4
6910,0.4100000000000002,1,0
6911,0.4200000000000002,1,2
6912,5.26,4,0
6913,0.4300000000000002,1,1
6914,2.22,3,0
6915,0.4400000000000002,1,3
6916,4.19,4,0
6917,0.4500000000000002,1,0
6918,5.2700000000000005,4,4
6919,0.4600000000000002,1,1
6920,0.4700000000000002,1,4
6921,0.4800000000000002,1,4
6922,0.4900000000000002,1,4
6923,0.5000000000000002,1,3
6924,0.5100000000000002,1,0
6925,1.2,2,4
6926,6.470000000000001,4,3
6927,0.5200000000000002,1,4
6928,0.5300000000000002,1,2
6929,5.28,4,4
6930,6.48,4,2
6931,3.22,3,1
6932,0.5400000000000003,1,0
6933,0.5500000000000003,1,4
6934,0.5600000000000003,1,0
6935,5.29,4,4
6936,3.23,2,4
6937,1.21,2,4
6938,0.5700000000000003,1,4
6939,0.5800000000000003,1,0
6940,0.5900000000000003,1,4
6941,0.6000000000000003,1,4
6942,2.23,3,0
6943,0.6100000000000003,1,0
6944,5.3,4,4
6945,0.6200000000000003,1,4
6946,1.22,2,4
6947,4.2,4,2
6948,1.23,2,4
6949,0.6300000000000003,1,0
6950,0.6400000000000003,1,4
6951,4.21,4,4
6952,1.24,2,0
6953,0.6500000000000004,1,4
6954,2.24,3,1
6955,2.25,3,1
6956,1.25,2,4
6957,0.6600000000000004,1,4
6958,0.6700000000000004,1,4
6959,0.6800000000000004,1,1
6960,2.26,4,0
6961,5.3100000000000005,4,3
6962,0.6900000000000004,1,4
6963,4.22,3,0
6964,0.0,1,0
6965,1.26,2,4
6966,0.01,1,4
6967,0.02,1,4
6968,0.03,1,4
6969,2.27,3,0
6970,1.27,2,4
6971,0.04,1,4
6972,1.28,2,0
6973,0.05,1,4
6974,0.06,1,4
6975,4.23,3,3
6976,3.24,3,0
6977,6.49,4,4
6978,0.07,1,0
6979,6.5,4,2
6980,1.29,2,4
6981,1.3,2,4
6982,0.08,1,4
6983,6.51,4,3
6984,4.24,3,0
6985,0.09,1,0
6986,3.25,3,0
6987,4.25,4,0
6988,0.0999999999999999,1,0
6989,0.1099999999999999,1,0
6990,3.26,3,0
6991,0.1199999999999999,1,0
6992,0.1299999999999999,1,4
6993,5.32,4,4
6994,1.31,2,1
6995,5.33,4,0
6996,6.5200000000000005,4,1
6997,0.1399999999999999,1,4
6998,0.15,1,4
6999,0.16,1,0
7000,0.17,1,1
7001,0.18,1,4
7002,0.19,1,4
7003,0.2,1,4
7004,0.21,1,0
7005,1.32,2,4
7006,0.22,1,0
7007,0.23,1,2
7008,6.53,4,2
7009,0.24,1,3
7010,0.25,1,4
7011,1.33,2,4
7012,0.26,1,4
7013,2.28,3,4
7014,0.2700000000000001,1,4
7015,1.34,2,4
7016,0.2800000000000001,1,4
7017,0.2900000000000001,1,3
7018,0.3000000000000001,1,0
7019,3.27,3,4
7020,5.34,4,4
7021,4.26,3,2
7022,1.35,2,4
7023,3.28,3,4
7024,4.2700000000000005,4,4
7025,2.29,4,1
7026,0.3100000000000001,1,0
7027,3.29,3,0
7028,1.36,2,4
7029,0.3200000000000001,1,0
7030,2.3000000000000003,3,0
7031,0.3300000000000001,1,1
7032,1.37,2,4
7033,0.3400000000000001,1,4
7034,0.3500000000000001,1,0
7035,1.38,2,0
7036,0.3600000000000001,1,2
7037,3.3000000000000003,3,4
7038,0.3700000000000001,1,0
7039,0.3800000000000001,1,4
7040,0.3900000000000002,1,4
7041,2.31,3,2
7042,3.31,4,4
7043,0.4000000000000002,1,4
7044,1.39,2,4
7045,1.4,2,4
7046,2.3200000000000003,3,0
7047,0.4100000000000002,1,2
7048,4.28,3,2
7049,2.33,3,0
7050,0.4200000000000002,1,4
7051,1.41,2,4
7052,0.4300000000000002,1,0
7053,0.4400000000000002,1,0
7054,0.4500000000000002,1,4
7055,2.3400000000000003,3,4
7056,3.3200000000000003,3,0
7057,0.4600000000000002,1,4
7058,6.54,4,1
7059,4.29,3,0
7060,1.4200000000000002,2,4
7061,0.4700000000000002,1,2
7062,0.4800000000000002,1,4
7063,5.3500000000000005,4,4
7064,4.3,3,2
7065,0.4900000000000002,1,4
7066,0.5000000000000002,1,0
7067,0.5100000000000002,1,0
7068,0.5200000000000002,1,0
7069,6.550000000000001,4,4
7070,0.5300000000000002,1,0
7071,0.5400000000000003,1,0
7072,0.5500000000000003,1,4
7073,1.4300000000000002,2,4
7074,0.5600000000000003,1,1
7075,1.4400000000000002,2,4
7076,2.35,3,4
7077,0.5700000000000003,1,0
7078,0.5800000000000003,1,4
7079,0.5900000000000003,1,4
7080,0.6000000000000003,1,4
7081,2.3600000000000003,3,4
7082,0.6100000000000003,1,0
7083,6.5600000000000005,4,3
7084,0.6200000000000003,1,0
7085,3.33,3,4
7086,0.6300000000000003,1,3
7087,0.6400000000000003,1,4
7088,0.6500000000000004,1,0
7089,6.57,4,3
7090,2.37,3,0
7091,1.4500000000000002,2,4
7092,0.6600000000000004,1,0
7093,5.36,3,4
7094,2.3800000000000003,3,4
7095,4.3100000000000005,3,4
7096,3.3400000000000003,3,0
7097,1.4600000000000002,2,4
7098,5.37,4,4
7099,5.38,4,4
7100,3.35,3,4
7101,0.6700000000000004,1,4
7102,0.6800000000000004,1,4
7103,0.6900000000000004,1,4
7104,1.4700000000000002,2,0
7105,1.4800000000000002,2,4
7106,0.0,1,2
7107,2.39,3,4
7108,0.01,1,0
7109,6.58,4,4
7110,3.3600000000000003,3,4
7111,0.02,1,4
7112,2.4000000000000004,3,2
7113,4.32,3,3
7114,5.390000000000001,4,0
7115,1.4900000000000002,2,4
7116,0.03,1,1
7117,0.04,1,0
7118,0.05,1,0
7119,0.06,1,0
7120,0.07,1,4
7121,2.41,4,4
7122,0.08,1,2
7123,1.5000000000000002,2,4
7124,0.09,1,1
7125,0.0999999999999999,1,0
7126,0.1099999999999999,1,4
7127,0.1199999999999999,1,4
7128,6.59,4,2
7129,1.5100000000000002,2,0
7130,0.1299999999999999,1,0
7131,3.37,3,4
7132,0.1399999999999999,1,1
7133,0.15,1,2
7134,0.16,1,0
7135,2.4200000000000004,3,0
7136,0.17,1,4
7137,1.5200000000000002,2,0
7138,2.43,3,2
7139,0.18,1,4
7140,1.5300000000000002,2,3
7141,1.5400000000000005,2,1
7142,5.4,4,2
7143,0.19,1,3
7144,0.2,1,4
7145,0.21,1,3
7146,0.22,1,4
7147,3.3800000000000003,3,2
7148,0.23,1,2
7149,0.24,1,0
7150,6.6000000000000005,4,0
7151,1.5500000000000005,2,4
7152,0.25,1,3
7153,0.26,1,0
7154,0.2700000000000001,1,0
7155,4.33,3,4
7156,0.2800000000000001,1,4
7157,0.2900000000000001,1,4
7158,0.3000000000000001,1,0
7159,1.5600000000000005,2,4
7160,0.3100000000000001,1,3
7161,1.5700000000000005,2,2
7162,6.61,4,3
7163,5.41,4,4
7164,0.3200000000000001,1,1
7165,0.3300000000000001,1,2
7166,5.42,4,2
7167,0.3400000000000001,1,3
7168,0.3500000000000001,1,0
7169,0.3600000000000001,1,1
7170,0.3700000000000001,1,0
7171,6.62,3,2
7172,0.3800000000000001,1,3
7173,0.3900000000000002,1,3
7174,0.4000000000000002,1,0
7175,0.4100000000000002,1,4
7176,6.630000000000001,4,0
7177,1.5800000000000003,2,3
7178,4.34,3,2
7179,0.4200000000000002,1,4
7180,5.430000000000001,3,1
7181,2.4400000000000004,3,4
7182,0.4300000000000002,1,4
7183,0.4400000000000002,1,0
7184,0.4500000000000002,1,4
7185,0.4600000000000002,1,0
7186,0.4700000000000002,1,3
7187,2.45,3,0
7188,0.4800000000000002,1,0
7189,0.4900000000000002,1,0
7190,5.44,4,3
7191,0.5000000000000002,1,0
7192,5.45,4,4
7193,0.5100000000000002,1,1
7194,0.5200000000000002,1,4
7195,0.5300000000000002,1,4
7196,5.46,3,2
7197,1.5900000000000003,2,0
7198,5.470000000000001,4,0
7199,2.4600000000000004,3,0
7200,0.5400000000000003,1,0
7201,2.47,3,0
7202,0.5500000000000003,1,0
7203,6.640000000000001,4,3
7204,0.5600000000000003,1,4
7205,2.4800000000000004,3,0
7206,0.5700000000000003,1,4
7207,0.5800000000000003,1,4
7208,0.5900000000000003,1,4
7209,0.6000000000000003,1,2
7210,1.6000000000000003,2,4
7211,4.3500000000000005,4,1
7212,2.49,4,4
7213,1.6100000000000003,2,1
7214,1.6200000000000003,2,4
7215,0.6100000000000003,1,0
7216,4.36,4,3
7217,4.37,3,4
7218,0.6200000000000003,1,4
7219,0.6300000000000003,1,4
7220,0.6400000000000003,1,0
7221,6.65,4,3
7222,3.39,3,0
7223,0.6500000000000004,1,2
7224,0.6600000000000004,1,4
7225,5.48,4,0
7226,1.6300000000000003,2,0
7227,0.6700000000000004,1,0
7228,0.6800000000000004,1,1
7229,0.6900000000000004,1,0
7230,1.6400000000000003,3,4
7231,0.0,1,1
7232,2.5,3,0
7233,0.01,1,0
7234,2.51,3,4
7235,1.6500000000000004,2,4
7236,0.02,1,2
7237,1.6600000000000004,3,0
7238,0.03,1,4
7239,0.04,1,1
7240,0.05,1,4
7241,0.06,1,0
7242,0.07,1,3
7243,4.38,3,4
7244,0.08,1,0
7245,0.09,1,3
7246,0.0999999999999999,1,4
7247,1.6700000000000004,3,1
7248,0.1099999999999999,1,4
7249,0.1199999999999999,1,0
7250,1.6800000000000004,2,3
7251,1.6900000000000004,2,4
7252,0.1299999999999999,1,0
7253,0.1399999999999999,1,0
7254,2.5200000000000005,3,3
7255,0.15,1,4
7256,5.49,4,4
7257,0.16,1,4
7258,0.17,1,0
7259,0.18,1,2
7260,0.19,1,4
7261,3.4000000000000004,3,4
7262,4.390000000000001,3,3
7263,0.2,1,4
7264,0.21,1,4
7265,0.22,1,4
7266,6.66,4,1
7267,0.23,1,0
7268,0.24,1,0
7269,0.25,1,4
7270,3.41,3,4
7271,0.26,1,2
7272,5.5,4,0
7273,0.2700000000000001,1,3
7274,0.2800000000000001,1,0
7275,0.2900000000000001,1,3
7276,1.0,2,1
7277,0.3000000000000001,1,4
7278,0.3100000000000001,1,3
7279,0.3200000000000001,1,4
7280,1.01,2,4
7281,4.4,3,3
7282,0.3300000000000001,1,3
7283,2.53,3,3
7284,0.3400000000000001,1,4
7285,0.3500000000000001,1,4
7286,0.3600000000000001,1,0
7287,0.3700000000000001,1,3
7288,1.02,2,0
7289,0.3800000000000001,1,4
7290,0.3900000000000002,1,0
7291,0.4000000000000002,1,0
7292,0.4100000000000002,1,4
7293,0.4200000000000002,1,2
7294,2.54,3,0
7295,0.4300000000000002,1,4
7296,0.4400000000000002,1,1
7297,6.67,4,3
7298,6.680000000000001,4,3
7299,4.41,3,1
7300,0.4500000000000002,1,0
7301,0.4600000000000002,1,0
7302,0.4700000000000002,1,0
7303,2.5500000000000003,3,0
7304,4.42,3,4
7305,0.4800000000000002,1,2
7306,5.51,3,1
7307,3.4200000000000004,4,2
7308,0.4900000000000002,1,2
7309,0.5000000000000002,1,4
7310,3.43,3,2
7311,4.430000000000001,3,3
7312,1.03,1,3
7313,0.5100000000000002,1,2
7314,5.5200000000000005,4,4
7315,0.5200000000000002,1,1
7316,1.04,2,0
7317,1.05,2,4
7318,0.5300000000000002,1,4
7319,0.5400000000000003,1,3
7320,0.5500000000000003,1,3
7321,0.5600000000000003,1,3
7322,0.5700000000000003,1,0
7323,0.5800000000000003,1,0
7324,6.69,4,2
7325,6.0,4,1
7326,0.5900000000000003,1,0
7327,0.6000000000000003,1,4
7328,3.4400000000000004,3,4
7329,0.6100000000000003,1,4
7330,2.5600000000000005,3,4
7331,2.5700000000000003,3,0
7332,0.6200000000000003,1,3
7333,5.53,4,4
7334,0.6300000000000003,1,0
7335,0.6400000000000003,1,4
7336,0.6500000000000004,1,0
7337,0.6600000000000004,1,4
7338,0.6700000000000004,1,0
7339,2.58,3,4
7340,0.6800000000000004,1,3
7341,3.45,3,4
7342,0.6900000000000004,1,0
7343,0.0,1,0
7344,0.01,1,0
7345,5.54,4,4
7346,0.02,1,4
7347,6.01,4,2
7348,0.03,1,0
7349,0.04,1,0
7350,1.06,2,0
7351,4.44,3,1
7352,4.45,3,2
7353,5.550000000000001,4,4
7354,1.07,2,4
7355,0.05,1,1
7356,4.46,4,4
7357,0.06,1,4
7358,6.02,4,2
7359,4.470000000000001,3,2
7360,6.03,4,3
7361,2.5900000000000003,3,4
7362,1.08,2,2
7363,3.4600000000000004,3,4
7364,0.07,1,4
7365,3.47,3,4
7366,1.09,2,2
7367,0.08,1,4
7368,6.04,4,1
7369,6.05,4,4
7370,0.09,1,0
7371,0.0999999999999999,1,0
7372,0.1099999999999999,1,4
7373,6.06,6,3
7374,1.1,2,4
7375,0.1199999999999999,1,4
7376,0.1299999999999999,1,4
7377,6.07,4,4
7378,0.1399999999999999,1,1
7379,0.15,1,1
7380,0.16,1,4
7381,2.6000000000000005,3,0
7382,2.6100000000000003,3,4
7383,0.17,1,0
7384,0.18,1,3
7385,2.62,3,4
7386,2.6300000000000003,3,4
7387,0.19,1,0
7388,0.2,1,0
7389,0.21,1,1
7390,1.11,2,3
7391,0.22,1,4
7392,1.12,2,1
7393,0.23,1,4
7394,0.24,1,4
7395,0.25,1,4
7396,6.08,3,2
7397,0.26,1,3
7398,0.2700000000000001,1,0
7399,0.2800000000000001,1,0
7400,2.640000000000001,3,0
7401,5.5600000000000005,4,0
7402,2.6500000000000004,3,0
7403,0.2900000000000001,1,4
7404,0.3000000000000001,1,3
7405,0.3100000000000001,1,0
7406,3.4800000000000004,3,4
7407,1.13,2,2
7408,0.3200000000000001,1,0
7409,0.3300000000000001,1,2
7410,0.3400000000000001,1,0
7411,4.48,3,2
7412,0.3500000000000001,1,4
7413,0.3600000000000001,1,4
7414,0.3700000000000001,1,4
7415,0.3800000000000001,1,0
7416,5.57,4,3
7417,0.3900000000000002,1,4
7418,1.14,2,4
7419,0.4000000000000002,1,3
7420,1.15,2,4
7421,6.09,4,2
7422,1.16,2,0
7423,1.17,2,3
7424,0.4100000000000002,1,4
7425,0.4200000000000002,1,3
7426,0.4300000000000002,1,4
7427,2.66,3,4
7428,0.4400000000000002,1,1
7429,0.4500000000000002,1,4
7430,3.49,3,1
7431,5.58,4,4
7432,0.4600000000000002,1,4
7433,0.4700000000000002,1,1
7434,0.4800000000000002,1,0
7435,0.4900000000000002,1,3
7436,0.5000000000000002,1,3
7437,3.5,3,4
7438,0.5100000000000002,1,4
7439,0.5200000000000002,1,1
7440,0.5300000000000002,1,4
7441,0.5400000000000003,1,0
7442,0.5500000000000003,1,0
7443,0.5600000000000003,1,2
7444,0.5700000000000003,1,4
7445,0.5800000000000003,1,0
7446,0.5900000000000003,1,4
7447,0.6000000000000003,1,4
7448,0.6100000000000003,1,2
7449,3.51,3,0
7450,0.6200000000000003,1,0
7451,5.59,4,0
7452,0.6300000000000003,1,3
7453,1.18,2,4
7454,0.6400000000000003,1,4
7455,0.6500000000000004,1,4
7456,6.1,4,3
7457,6.11,4,1
7458,0.6600000000000004,1,4
7459,0.6700000000000004,1,4
7460,0.6800000000000004,1,0
7461,0.6900000000000004,1,4
7462,3.5200000000000005,3,4
7463,2.6700000000000004,3,4
7464,0.0,1,0
7465,3.53,3,1
7466,3.54,4,4
7467,0.01,1,0
7468,4.49,3,3
7469,0.02,1,0
7470,0.03,1,4
7471,0.04,1,0
7472,0.05,1,4
7473,4.5,4,2
7474,0.06,1,1
7475,0.07,1,4
7476,2.6800000000000006,3,2
7477,0.08,1,4
7478,0.09,1,4
7479,0.0999999999999999,1,0
7480,0.1099999999999999,1,0
7481,0.1199999999999999,1,0
7482,0.1299999999999999,1,0
7483,1.19,3,4
7484,5.6000000000000005,4,4
7485,4.51,4,4
7486,2.6900000000000004,3,4
7487,1.2,2,4
7488,0.1399999999999999,1,0
7489,3.5500000000000003,3,3
7490,0.15,1,0
7491,0.16,1,0
7492,0.17,1,0
7493,3.5600000000000005,3,3
7494,2.0,3,4
7495,0.18,1,4
7496,6.12,4,3
7497,0.19,1,0
7498,2.01,3,4
7499,0.2,1,0
7500,0.21,1,0
7501,3.5700000000000003,3,4
7502,2.02,3,4
7503,0.22,1,1
7504,1.21,2,0
7505,0.23,1,2
7506,0.24,1,4
7507,1.22,2,1
7508,0.25,1,4
7509,0.26,1,0
7510,0.2700000000000001,1,0
7511,0.2800000000000001,1,0
7512,1.23,2,4
7513,0.2900000000000001,1,4
7514,0.3000000000000001,1,4
7515,0.3100000000000001,1,2
7516,0.3200000000000001,1,4
7517,0.3300000000000001,1,0
7518,0.3400000000000001,1,4
7519,2.03,4,4
7520,6.13,6,4
7521,0.3500000000000001,1,3
7522,0.3600000000000001,1,0
7523,4.5200000000000005,4,4
7524,2.04,3,4
7525,0.3700000000000001,1,3
7526,0.3800000000000001,1,4
7527,1.24,2,0
7528,0.3900000000000002,1,4
7529,0.4000000000000002,1,4
7530,0.4100000000000002,1,2
7531,0.4200000000000002,1,4
7532,0.4300000000000002,1,4
7533,1.25,2,4
7534,5.61,4,2
7535,0.4400000000000002,1,4
7536,0.4500000000000002,1,4
7537,1.26,2,4
7538,0.4600000000000002,1,4
7539,0.4700000000000002,1,2
7540,3.58,3,4
7541,5.62,4,1
7542,1.27,2,3
7543,1.28,2,0
7544,4.53,3,4
7545,0.4800000000000002,1,4
7546,0.4900000000000002,1,4
7547,1.29,2,0
7548,1.3,2,4
7549,0.5000000000000002,1,4
7550,0.5100000000000002,1,4
7551,5.630000000000001,4,2
7552,5.640000000000001,4,1
7553,0.5200000000000002,1,4
7554,0.5300000000000002,1,2
7555,1.31,2,4
7556,0.5400000000000003,1,4
7557,3.5900000000000003,4,2
7558,5.65,4,4
7559,6.14,4,2
7560,0.5500000000000003,1,0
7561,0.5600000000000003,1,4
7562,2.05,3,4
7563,5.66,3,1
7564,0.5700000000000003,1,4
7565,0.5800000000000003,1,0
7566,1.32,2,1
7567,0.5900000000000003,1,1
7568,0.6000000000000003,1,2
7569,0.6100000000000003,1,0
7570,0.6200000000000003,1,0
7571,0.6300000000000003,1,4
7572,0.6400000000000003,1,0
7573,0.6500000000000004,1,4
7574,1.33,2,0
7575,0.6600000000000004,1,4
7576,0.6700000000000004,1,1
7577,4.54,4,2
7578,0.6800000000000004,1,0
7579,4.550000000000001,3,1
7580,0.6900000000000004,1,0
7581,0.0,1,4
7582,0.01,1,0
7583,4.5600000000000005,4,3
7584,0.02,1,4
7585,0.03,1,0
7586,0.04,1,4
7587,6.15,4,3
7588,0.05,1,0
7589,3.6000000000000005,3,3
7590,5.67,4,0
7591,3.61,3,0
7592,0.06,1,1
7593,2.06,3,0
7594,0.07,1,3
7595,1.34,2,0
7596,0.08,1,0
7597,2.07,3,0
7598,2.08,3,0
7599,0.09,1,3
7600,0.0999999999999999,1,4
7601,0.1099999999999999,1,1
7602,1.35,2,0
7603,0.1199999999999999,1,4
7604,0.1299999999999999,1,0
7605,4.57,4,3
7606,1.36,2,4
7607,2.09,3,0
7608,0.1399999999999999,1,4
7609,0.15,1,4
7610,3.62,3,4
7611,0.16,1,0
7612,0.17,1,4
7613,1.37,2,0
7614,1.38,2,4
7615,3.63,3,3
7616,0.18,1,4
7617,1.39,2,4
7618,0.19,1,2
7619,1.4,3,0
7620,0.2,1,0
7621,0.21,1,4
7622,0.22,1,4
7623,0.23,1,4
7624,1.41,2,2
7625,0.24,1,2
7626,6.16,4,3
7627,0.25,1,4
7628,0.26,1,2
7629,0.2700000000000001,1,0
7630,0.2800000000000001,1,0
7631,0.2900000000000001,1,3
7632,0.3000000000000001,1,0
7633,2.1,3,0
7634,0.3100000000000001,1,0
7635,1.4200000000000002,2,4
7636,2.11,3,3
7637,1.4300000000000002,2,0
7638,0.3200000000000001,1,4
7639,4.58,3,4
7640,4.59,3,4
7641,0.3300000000000001,1,1
7642,1.4400000000000002,2,1
7643,0.3400000000000001,1,3
7644,0.3500000000000001,1,0
7645,2.12,3,0
7646,0.3600000000000001,1,4
7647,0.3700000000000001,1,4
7648,0.3800000000000001,1,4
7649,6.17,4,4
7650,1.4500000000000002,2,4
7651,1.4600000000000002,2,0
7652,0.3900000000000002,1,0
7653,0.4000000000000002,1,4
7654,0.4100000000000002,1,2
7655,0.4200000000000002,1,3
7656,0.4300000000000002,1,0
7657,1.4700000000000002,1,2
7658,0.4400000000000002,1,4
7659,0.4500000000000002,1,0
7660,4.6000000000000005,3,4
7661,0.4600000000000002,1,1
7662,0.4700000000000002,1,0
7663,1.4800000000000002,2,0
7664,5.680000000000001,4,4
7665,0.4800000000000002,1,0
7666,0.4900000000000002,1,1
7667,6.18,3,2
7668,0.5000000000000002,1,4
7669,0.5100000000000002,1,0
7670,0.5200000000000002,1,4
7671,6.19,4,0
7672,5.69,4,0
7673,0.5300000000000002,1,0
7674,0.5400000000000003,1,0
7675,0.5500000000000003,1,0
7676,1.4900000000000002,2,3
7677,0.5600000000000003,1,4
7678,0.5700000000000003,1,3
7679,0.5800000000000003,1,4
7680,6.2,6,2
7681,0.5900000000000003,1,4
7682,0.6000000000000003,1,4
7683,0.6100000000000003,1,4
7684,1.5000000000000002,2,4
7685,4.61,4,3
7686,0.6200000000000003,1,0
7687,0.6300000000000003,1,0
7688,3.640000000000001,3,4
7689,0.6400000000000003,1,1
7690,0.6500000000000004,1,0
7691,4.62,4,0
7692,0.6600000000000004,1,4
7693,0.6700000000000004,1,1
7694,0.6800000000000004,1,1
7695,0.6900000000000004,1,0
7696,1.5100000000000002,2,0
7697,5.0,4,0
7698,1.5200000000000002,2,0
7699,0.0,1,4
7700,3.65,3,0
7701,4.630000000000001,4,4
7702,0.01,1,4
7703,1.5300000000000002,2,1
7704,0.02,1,0
7705,3.66,3,4
7706,1.5400000000000005,2,4
7707,6.21,4,3
7708,0.03,1,2
7709,0.04,1,0
7710,0.05,1,0
7711,0.06,1,4
7712,1.5500000000000005,2,4
7713,1.5600000000000005,2,1
7714,0.07,1,3
7715,4.640000000000001,3,4
7716,1.5700000000000005,2,3
7717,1.5800000000000003,2,4
7718,0.08,1,1
7719,0.09,1,0
7720,1.5900000000000003,2,4
7721,3.67,3,2
7722,0.0999999999999999,1,3
7723,0.1099999999999999,1,0
7724,6.22,4,4
7725,6.23,6,4
7726,5.01,4,0
7727,3.6800000000000006,3,0
7728,5.02,4,4
7729,3.69,3,4
7730,6.24,4,3
